file,cls,mode,method,acc,dice,iou,prec,rec
malignant_malignant_128.png,malignant,oracle,Watershed,0.3617858886718198,0.531340340183254,0.3617858886718198,0.3617858886718198,0.9999999999995782
malignant_malignant_128.png,malignant,oracle,Otsu,0.5855712890624106,0.5504353295592825,0.37972457578724744,0.4530023975587258,0.7012652889073381
malignant_malignant_128.png,malignant,oracle,RegionGrowing,0.6288452148436541,0.3428077380308163,0.20686057127944213,0.4769207637945595,0.2675664276675379
malignant_malignant_128.png,malignant,auto,Watershed,0.3617858886718198,0.531340340183254,0.3617858886718198,0.3617858886718198,0.9999999999995782
malignant_malignant_128.png,malignant,auto,Otsu,0.511352539062422,0.5063357484198387,0.3389889982867177,0.39900388726909647,0.6926613243354311
malignant_malignant_128.png,malignant,auto,RegionGrowing,0.6039123535155329,0.2402388339283966,0.13651786308291647,0.3925019127769773,0.17309152256424584
benign_benign_143.png,benign,oracle,Watershed,0.9993286132810976,0.9339339339199109,0.8760563380034914,0.9873015872702444,0.8860398860146427
benign_benign_143.png,benign,oracle,Otsu,0.9926757812498486,0.5890410958853679,0.41747572815027334,0.42105263157379375,0.9800569800290582
benign_benign_143.png,benign,oracle,RegionGrowing,0.9985198974607852,0.8396694214737245,0.7236467236261069,0.9999999999606299,0.7236467236261069
benign_benign_143.png,benign,auto,Watershed,0.3296966552733872,0.0,0.0,0.0,0.0
benign_benign_143.png,benign,auto,Otsu,0.514633178710859,0.020628713938230663,0.010421851667493024,0.010427041832666076,0.954415954388763
benign_benign_143.png,benign,auto,RegionGrowing,0.9354553222654823,0.0,0.0,0.0,0.0
benign_benign_292.png,benign,oracle,Watershed,0.9835357666014125,0.8033533807165968,0.6713371915910102,0.7741482262003015,0.8348484848453226
benign_benign_292.png,benign,oracle,Otsu,0.9528503417967297,0.5356176735789967,0.3657635467972788,0.4439461883397012,0.6749999999974432
benign_benign_292.png,benign,oracle,RegionGrowing,0.9676666259764148,0.3296425181894032,0.19734848484773732,0.9999999999808061,0.19734848484773732
benign_benign_292.png,benign,auto,Watershed,0.04028320312499385,0.07744660877727097,0.04028320312499385,0.04028320312499385,0.9999999999962121
benign_benign_292.png,benign,auto,Otsu,0.46444702148430417,0.06946285593083688,0.035981103054263906,0.03734534466046031,0.49621212121024166
benign_benign_292.png,benign,auto,RegionGrowing,0.9053039550779869,0.0,0.0,0.0,0.0
benign_benign_181.png,benign,oracle,Watershed,0.9806823730467255,0.8891418563915156,0.8004099006766507,0.8271423916571732,0.9611889435801568
benign_benign_181.png,benign,oracle,Otsu,0.9349212646482948,0.7046194334782847,0.5439478186478358,0.5555312875389805,0.9630821658444471
benign_benign_181.png,benign,oracle,RegionGrowing,0.9626617431639156,0.6997914366326834,0.5382147575003997,0.9940745904461692,0.5399469897755775
benign_benign_181.png,benign,auto,Watershed,0.0805969238281127,0.14917111468833502,0.0805969238281127,0.0805969238281127,0.9999999999981068
benign_benign_181.png,benign,auto,Otsu,0.46916198730461595,0.2282316924373343,0.12881576640870238,0.12926247015953532,0.9738735327509014
benign_benign_181.png,benign,auto,RegionGrowing,0.891235351562364,0.004747277296837829,0.0023792862141324292,0.009042553191441264,0.0032184778492934146
benign_benign_233.png,benign,oracle,Watershed,0.7499694824217606,0.5403904409288286,0.3702294477111456,0.38752111996122474,0.8924402445794956
benign_benign_233.png,benign,oracle,Otsu,0.760498046874884,0.5157349129950278,0.3474681965576006,0.3866222592282419,0.7743190661471425
benign_benign_233.png,benign,oracle,RegionGrowing,0.8753051757811164,0.4929262844375199,0.3270750988139599,0.7463359639219348,0.36798221233984807
benign_benign_233.png,benign,auto,Watershed,0.16470336914059988,0.2828245774924299,0.16470336914059988,0.16470336914059988,0.9999999999990735
benign_benign_233.png,benign,auto,Otsu,0.47979736328117684,0.31624548736455754,0.1878216123498695,0.20181231761628993,0.7304057809887619
benign_benign_233.png,benign,auto,RegionGrowing,0.8335266113279979,0.008722514991814716,0.0043803613798098365,0.22641509432894266,0.0044469149527474085
benign_benign_22.png,benign,oracle,Watershed,0.9919128417967237,0.9255408822690003,0.8614016736379148,0.8968145929733276,0.9561683599391694
benign_benign_22.png,benign,oracle,Otsu,0.963287353515478,0.73572056238935,0.581928757601074,0.5918006714956852,0.9721335268476862
